programLedgerId,sourceKind,candidateIdentity,sourceProgramCandidateIds,programEvidenceIds,programStatusCounts,publicAllocationStatus,publicProgramIds,publicLayoutIds,conquestStatus,priorityRank,priorityCode,equationReadiness,equationReady,backend,opcode,opcodeAllocation,dxbcSha256s,hlsliSha256s,functionNames,authoredOccurrenceCount,productOccurrenceCount,fourCharacterProductOccurrenceCount,valtanProductOccurrenceCount,domainOccurrenceCounts,carrierCounts,fineRendererKindCounts,renderProfileCounts,sourceProfileEnabledCounts,layoutStatusCounts,adapterStatusCounts,descriptorStatusCounts,blockerAxisCounts,blockerCounts,occurrenceProjectionSha256
material-program.f33d44fed83c7aab85adfa78b7bacdae3a7fbd47ede1fa089be427ec3245dfbf,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.43c384551a7d12441c68541e1d738fcf5fedffe8c245579e91660739992b2f07"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.43c384551a7d12441c68541e1d738fcf5fedffe8c245579e91660739992b2f07""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4616d0d8bcc27deb1a17a0b4d27ad70f2e5f5baf07417d4f892b1359a201cddb""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""SPRITE"":1}","{""LEGACY_STANDALONE_SPRITE"":1}","{""alpha_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":2,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",473a1c74c6937065d531054f02a3a3f2f987cb82210c16b28a48621d76e8517a
material-program.f361aba7f1156a62d39f0634eea0bb34064bc6742bfd20cfb1b79c65e4c0802f,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.78ff3acf61f6960b8f5c0305b5801a67f7048d906eaef39ca33b1550eee49c64"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.78ff3acf61f6960b8f5c0305b5801a67f7048d906eaef39ca33b1550eee49c64""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":2}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],2,2,2,0,"{""LanceMaster"":2}","{""SPRITE"":2}","{""SPRITE_PARTICLE"":2}","{""alpha_one_sided_depth_read"":2}","{""ENABLED"":2}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":2}","{""RENDER_PROFILE_STATIC_CANDIDATE"":2}","{""SOURCE_VALUES_PRESENT_UNPACKED"":2}","{""CARRIER"":4,""LAYOUT"":10,""PROGRAM"":2,""STATE"":6}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":2,""CURRENT_PACKET_CAPACITY_EXCEEDED"":2,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":2,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":2,""SAMPLER_STATE_UNPROVEN"":2,""SCALAR_VECTOR_PACKING_UNRESOLVED"":2,""SCENE_INPUTS_UNPROVEN"":2,""STAGE_INPUT_SEMANTICS_UNPROVEN"":2,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":2,""VERTEX_FACTORY_UNPROVEN"":2}",396bd659f5481efcf1a59e7a7246042a892c56ed6f1d474e4e641aaab6be5195
material-program.f363d0cd550047dbe11800e4a30efd1405ddd5332dab314a5b3fa01c5ad17cee,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.b34f3c3ec921a876e704cc4a813c6120dafe4df0920506042012606d65b28eea"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.b34f3c3ec921a876e704cc4a813c6120dafe4df0920506042012606d65b28eea""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":10}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""cc34f9d8a709db91c6ccc986d980e8ae81b1bec6a3c536189b97057e46844b99""]",[],[],10,8,8,0,"{""Artist"":2,""DimensionMaster"":4,""LanceMaster"":2,""Warlord"":2}","{""SPRITE"":10}","{""SPRITE_PARTICLE"":10}","{""additive_one_sided_depth_read"":8,""alpha_two_sided_depth_read"":2}","{""ENABLED"":10}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":10}","{""RENDER_PROFILE_STATIC_CANDIDATE"":10}","{""SOURCE_VALUES_PRESENT_UNPACKED"":10}","{""CARRIER"":20,""LAYOUT"":50,""PRODUCT"":2,""PROGRAM"":10,""STATE"":10}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":10,""CURRENT_PACKET_CAPACITY_EXCEEDED"":10,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":10,""PRODUCT_CONSUMER_ABSENT"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":10,""SAMPLER_STATE_UNPROVEN"":10,""SCALAR_VECTOR_PACKING_UNRESOLVED"":10,""STAGE_INPUT_SEMANTICS_UNPROVEN"":10,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":10,""VERTEX_FACTORY_UNPROVEN"":10}",a2d28e46d937e52d8d11c0db695d5008d6ab478727dc5de9d51700d058f37aea
material-program.f36471acd7bb5d064080243b0d4d25c191b51f6f2ddad56eea3dc90fc474a507,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.63a4cbb18f78c5e05a31137cc19375b1346d07c452ca1d48b7f6e7d653bd1b34"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.63a4cbb18f78c5e05a31137cc19375b1346d07c452ca1d48b7f6e7d653bd1b34""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":15}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4238a10fa447159a0c455ec3a2c407abef1b3ab4e4bdbec0427555b0aebadf0e""]",[],[],15,12,0,12,"{""DimensionMaster"":1,""LanceMaster"":2,""Valtan"":12}","{""SPRITE"":15}","{""LEGACY_STANDALONE_SPRITE"":2,""SPRITE_PARTICLE"":13}","{""additive_two_sided_depth_read"":3,""alpha_two_sided_depth_read"":12}","{""DISABLED"":15}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":15}","{""RENDER_PROFILE_STATIC_CANDIDATE"":15}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":15}","{""CARRIER"":30,""LAYOUT"":60,""PRODUCT"":3,""PROGRAM"":15,""STATE"":15}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":15,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":15,""PRODUCT_CONSUMER_ABSENT"":3,""RUNTIME_PACKET_NOT_MATERIALIZED"":15,""SAMPLER_STATE_UNPROVEN"":15,""SCALAR_VECTOR_PACKING_UNRESOLVED"":15,""STAGE_INPUT_SEMANTICS_UNPROVEN"":15,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":15,""VERTEX_FACTORY_UNPROVEN"":15}",2e2a1537b73b4a8af4742cc24d460740bf95905fe1c19292694ccbca546f7656
material-program.f3a4379a66179f55f3c6737c2ec9ac9ecacab466bf8388aa5914ab96afe6b23e,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.5a336192bb2dcf7c4dc26c67ded6b09e3efb2e2728b04d5c185791536a5f9bb2"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.5a336192bb2dcf7c4dc26c67ded6b09e3efb2e2728b04d5c185791536a5f9bb2""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""cf58600043fb1482ed3053bf45b2de52f0da3915ca5169b79b44fa959b5a758c""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""MESH"":1}","{""MESH_PARTICLE"":1}","{""alpha_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":3,""LAYOUT"":4,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",636d1557ec03d758c837da03bdf62c86beb4d36415609547a159bc3703d2ca57
material-program.f3d788f489fae9fdb05b68166f5901e18e99128532de3fcc21ed33d053d15244,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.bdfd05379198cdedaf1be5db4e8bc048dc7bd26fac5c32a48e87096d03ff2044"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.bdfd05379198cdedaf1be5db4e8bc048dc7bd26fac5c32a48e87096d03ff2044""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4238a10fa447159a0c455ec3a2c407abef1b3ab4e4bdbec0427555b0aebadf0e""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""additive_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":2,""LAYOUT"":4,""PRODUCT"":1,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",00d34254fb4049f386a15e7475d08c5dc750c3c8c20394279efe810cabf150fb
material-program.f44fd438874d56a6c3a74e115a4ca2418dffa688f86cdafdd39b5056167bc665,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.4c549c76f044a7e2acb49bb212fb1f1dd20eae4c4a5d928dcc785378f0a31ef6"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.4c549c76f044a7e2acb49bb212fb1f1dd20eae4c4a5d928dcc785378f0a31ef6""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4dab0bcbc54f0c934e7eee0574289a12a091b53503bd8040eaafd35e57904fe3""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""MESH"":1}","{""STANDALONE_MESH"":1}","{""additive_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":3,""LAYOUT"":4,""PRODUCT"":1,""PROGRAM"":1,""STATE"":2}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",b98795f5e6c581e1fe2ad16a161695a7e072bbcfe1a580f11277f75801f9e1b0
material-program.f450a457c1ea5760b4c640599b46e419b6726b373ec4f847f14440e786e1ca48,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.5b06c82f2834cc65e500fccbafe0134cbf555d7a0bcf8d8ade867ae6be980630"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.5b06c82f2834cc65e500fccbafe0134cbf555d7a0bcf8d8ade867ae6be980630""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""e1eb2cd1402c8d73457cae6ddb3c0e146263ca07fd1ae9975d50349081021303""]",[],[],1,0,0,0,"{""Warlord"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""alpha_two_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",361482adbd8307c1b53967d70f39e382cb386dd34f4b88b9dcc30b5a2f91f60f
material-program.f48cdbaceb8ff0449a66f04800e6dab9773dd31680383929b2dee0f7f2460975,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.7010d4b972948fdfad2385d5938790b035129718b459bdcbcd0deefc44b02b87"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.7010d4b972948fdfad2385d5938790b035129718b459bdcbcd0deefc44b02b87""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""alpha_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",638ac2259e020ff9d1f71fd4364f04583235f4f0203cb40e5ac7a47ea7034d92
material-program.f4b6961a3df26fd2ac5d13a45680adef754870e5307be2573ce595ad577532af,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.abaf9a34b04c7d4c91856c525419a470c994a9410cd329568a4269b3faef0506"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.abaf9a34b04c7d4c91856c525419a470c994a9410cd329568a4269b3faef0506""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""alpha_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",e5c6b325d4ec01968e7f761f965d2f56dc0d14fe097b0dc1b6335586fc6e855f
material-program.f4b69e38c1459378e0e404db195f95c400905b8e0e6da1a7e5528db1c15e4bc0,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.aeb58a9a02a45ff03527a5c97e9144c0e8b40a389087a042c2c5d948c23cc46c"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.aeb58a9a02a45ff03527a5c97e9144c0e8b40a389087a042c2c5d948c23cc46c""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":2}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""b3dafb298b246f0391bbf8371a8c4261d38b5d81744d2285ecd4b4094a5f98b1""]",[],[],2,0,0,0,"{""Warlord"":2}","{""SPRITE"":2}","{""LEGACY_STANDALONE_SPRITE"":2}","{""additive_two_sided_depth_read"":2}","{""DISABLED"":2}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":2}","{""RENDER_PROFILE_STATIC_CANDIDATE"":2}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":2}","{""CARRIER"":4,""LAYOUT"":10,""PRODUCT"":2,""PROGRAM"":2,""STATE"":2}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":2,""CURRENT_PACKET_CAPACITY_EXCEEDED"":2,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":2,""PRODUCT_CONSUMER_ABSENT"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":2,""SAMPLER_STATE_UNPROVEN"":2,""SCALAR_VECTOR_PACKING_UNRESOLVED"":2,""STAGE_INPUT_SEMANTICS_UNPROVEN"":2,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":2,""VERTEX_FACTORY_UNPROVEN"":2}",17c5a91fdabc622371323cc883f10f9c5418bfe7cd04f4dc153197b39a12fdac
material-program.f4f2264673a0133a650b3183a6b8da07714a0e01a539e20cb7a2d5a507b7f5ec,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.264b1222d5ef0262cf2b1d08f9aa6613274787912478eb97edb5f61a85ff528a"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.264b1222d5ef0262cf2b1d08f9aa6613274787912478eb97edb5f61a85ff528a""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""alpha_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",f9464f5c8a22b257c3b990e214011aef7b87c8b8d9925e142793062cb8ba3d8f
